 Elevation, residuals, C/No Max, C/No Min, C/No Delta, MaxCno2Second, Delta Carrier phase, deltaCorrected PR, 2nd delta,PS Residual, Los Value
78,-3124724.1,41,40,-1,40,18117.49,76.31,0.66,6.98,NLOS
78,-3142918.4,41,40,-1,41,18117.53,76.57,-0.26,7.17,NLOS
78,-3161112.83,41,40,-1,41,18117.78,76.62,-0.05,7.2,NLOS
78,-3179307.5,41,40,-1,41,18118.11,76.27,0.35,7.46,NLOS
78,-3197502.36,41,40,-1,41,18118.41,75.97,0.3,7.92,NLOS
78,-3215697.25,41,40,-1,41,18118.57,76.42,-0.46,7.8,NLOS
44,-3226494.78,41,40,-1,42,17882.44,312.67,0.3,556.12,NLOS
44,-3244689.55,41,40,-1,41,17882.44,312.64,0.03,555.89,NLOS
40,-3384546.94,41,40,-1,40,17790.76,404.52,0.21,61.73,LOS
44,-3481228.17,41,40,-1,42,17884.36,311.26,0.49,554.08,NLOS
44,-3499423.69,41,40,-1,41,17884.38,311.22,0.04,553.99,NLOS
78,-3525019.17,41,40,-1,40,18121.65,74.18,0.23,7.77,NLOS
44,-3517619.64,41,40,-1,41,17884.87,311,0.22,554.04,NLOS
78,-3543214.53,41,40,-1,41,18121.02,74.53,-0.35,7.53,NLOS
44,-3717759.22,41,40,-1,42,17883.69,310.17,0.07,552.8,NLOS
44,-3735953.22,41,40,-1,41,17884.12,309.76,0.4,552.99,NLOS
44,-3754147.36,41,40,-1,41,17884.34,309.54,0.23,553.33,NLOS
44,-3772341.9,41,40,-1,41,17884.82,309.35,0.19,553.76,NLOS
44,-3990687.54,41,40,-1,40,17887.37,308.48,0.45,553.08,NLOS
44,-4008883.7,41,40,-1,41,17887.51,308.94,-0.46,552.74,NLOS
44,-4027079.78,41,40,-1,41,17887.53,308.64,0.3,552.61,NLOS
44,-4045275.75,41,40,-1,41,17887.52,308.65,-0.01,552.39,NLOS
44,-4063471.74,41,40,-1,41,17887.63,308.55,0.1,552.17,NLOS
44,-4081667.85,41,40,-1,41,17887.85,308.33,0.22,552.08,NLOS
44,-4099863.79,41,40,-1,41,17887.78,308.41,-0.08,551.82,NLOS
44,-4118059.59,41,40,-1,41,17887.77,308.46,-0.04,551.42,NLOS
44,-4136255.48,41,40,-1,41,17887.95,308.28,0.17,551.1,NLOS
44,-4154451.42,41,40,-1,41,17888.09,308.14,0.15,550.84,NLOS
44,-4172647.52,41,40,-1,41,17888.35,307.88,0.26,550.75,NLOS
44,-4190843.8,41,40,-1,41,17888.61,307.92,-0.04,550.52,NLOS
44,-4209039.91,41,40,-1,41,17888.54,307.99,-0.07,550.13,NLOS
44,-4227236.19,41,40,-1,41,17888.76,307.44,0.55,550.2,NLOS
44,-4245432.43,41,40,-1,41,17888.8,307.68,-0.24,549.95,NLOS
44,-4263628.29,41,40,-1,41,17888.48,307.67,0.01,549.6,NLOS
44,-4281824.32,41,40,-1,41,17888.75,307.41,0.26,549.43,NLOS
44,-4300020.13,41,40,-1,41,17888.63,307.24,0.17,549.34,NLOS
44,-4318215.57,41,40,-1,41,17888.36,307.52,-0.28,548.88,NLOS
44,-4336411.48,41,40,-1,41,17888.94,306.96,0.56,548.89,NLOS
9,-4710303.64,41,40,-1,42,17618.36,574.11,2.25,89.73,LOS
9,-4728496.6,41,40,-1,41,17617.25,578,-3.89,88.28,LOS
9,-4746689.98,41,40,-1,41,17617.17,576.95,1.05,87.85,LOS
9,-4764883.53,41,40,-1,41,17617.39,577.04,-0.09,87.3,LOS
9,-4783077.82,41,40,-1,41,17617.73,576.27,0.77,87.47,LOS
9,-4801272.57,41,40,-1,41,17617.95,575.76,0.51,88.12,LOS
9,-4819467.24,41,40,-1,41,17618,575.82,-0.06,88.68,LOS
44,-4809467.99,41,40,-1,40,17888.79,305.16,-0.74,543.73,NLOS
9,-4837660.96,41,40,-1,41,17617.16,576.73,-0.91,88.3,LOS
44,-4827660.78,41,40,-1,41,17888.11,304.92,0.24,543.32,NLOS
44,-4955008.76,41,40,-1,42,17888.27,304.04,-0.44,543.66,NLOS
40,-4985747.75,41,40,-1,40,17792.98,400.15,0.05,102.51,LOS
44,-4973201.02,41,40,-1,42,17888.53,303.82,0.22,543.62,NLOS
44,-4991393.63,41,40,-1,41,17888.97,303.38,0.44,543.93,NLOS
10,-5128745.41,41,40,-1,42,17617.53,575.69,-0.3,91.9,LOS
10,-5146938.97,41,40,-1,42,17617.86,575.72,-0.02,91.95,LOS
10,-5165132.8,41,40,-1,41,17618.18,576.01,-0.29,91.67,LOS
10,-5183327.06,41,40,-1,41,17618.62,575.24,0.76,92.12,LOS
10,-5201521.53,41,40,-1,41,17618.9,575.9,-0.65,91.88,LOS
10,-5219716.21,41,40,-1,41,17619.16,575.65,0.24,91.86,LOS
10,-5237910.83,41,40,-1,41,17619.12,575.68,-0.03,91.77,LOS
10,-5256105.69,41,40,-1,41,17619.38,575.7,-0.02,91.62,LOS
40,-5244547.81,41,40,-1,40,18334.79,139.32,0.04,-26.14,NLOS
40,-5262743.67,41,40,-1,41,18335,139.54,0.21,-25.89,NLOS
40,-5280939.5,41,40,-1,41,18335.15,139.32,-0.21,-25.96,NLOS
40,-5299135.27,41,40,-1,41,18335.24,139.7,0.37,-25.79,NLOS
40,-5317331.68,41,40,-1,41,18336.01,139.86,0.16,-25.58,NLOS
40,-5335527.68,41,40,-1,41,18335.74,139.58,-0.29,-25.79,NLOS
40,-5353723.63,41,40,-1,41,18335.83,139.65,0.07,-26.04,NLOS
40,-5371919.47,41,40,-1,41,18335.85,139.97,0.32,-26.11,NLOS
78,-5526452.47,41,40,-1,42,18134.23,62.09,0.03,9.27,NLOS
78,-5544648.78,41,40,-1,42,18134.56,62.08,0.01,9.07,NLOS
78,-5562845.27,41,40,-1,41,18134.86,62.07,0,8.76,NLOS
40,-5640748.17,41,40,-1,42,17798.43,398.17,-0.49,88.19,LOS
78,-5762995.77,41,40,-1,40,18134.46,61.17,-0.65,5.83,NLOS
78,-5781190.7,41,40,-1,41,18134.52,60.48,0.69,5.75,NLOS
78,-5799385.9,41,40,-1,41,18134.93,60.09,0.39,5.95,NLOS
48,-9377696.2,41,40,-1,40,17924.56,283.95,-0.71,31.5,LOS
10,-9459307.11,41,40,-1,45,17640.8,567.64,-0.66,95.54,LOS
48,-9395905.05,41,40,-1,41,17925.31,282.96,0.99,32.16,LOS
10,-9477516.07,41,40,-1,41,17641.57,566.61,1.03,96.31,LOS
10,-9495725.46,41,40,-1,41,17642.06,566.75,-0.14,96.9,LOS
10,-9513935.7,41,40,-1,41,17642.95,566.46,0.29,97.74,LOS
10,-9550357.23,41,40,-1,41,17643.35,567.01,-0.75,98.97,LOS
10,-9568567.27,41,40,-1,41,17642.9,567.45,-0.43,98.72,LOS
48,-9760084.97,41,40,-1,42,17924.84,283.13,-1.19,36.92,LOS
61,-9856520.5,41,40,-1,42,18595.44,382.15,-11.44,-16.66,NLOS
47,-9880033.22,41,40,-1,48,18499.25,286.56,-2.06,109.94,NLOS
47,-9934676.63,41,40,-1,40,18529.62,321.72,-26.29,137.46,NLOS
47,-9952879.15,41,40,-1,41,18515.81,307.62,-14.1,131.79,NLOS
47,-9971089.29,41,40,-1,41,18523.58,315.69,8.07,134.03,NLOS
47,-9989317.18,41,40,-1,41,18541.48,333.58,17.89,154.03,NLOS
46,-10007512.35,41,40,-1,41,18508.91,301.01,-32.57,141.3,NLOS
46,-10025731.85,41,40,-1,41,18533.38,326.09,25.07,153.5,NLOS
46,-10043927.94,41,40,-1,41,18510.13,302.83,-23.25,142.3,NLOS
61,-10147823.98,41,40,-1,40,18595.76,388.94,0.44,-35.59,NLOS
61,-10166031.42,41,40,-1,41,18595.93,388.85,-0.1,-35.45,NLOS
61,-10184239.1,41,40,-1,41,18596.07,389.19,0.35,-35.06,NLOS
61,-10202446.86,41,40,-1,41,18596.11,389.36,0.17,-34.6,NLOS
61,-10220654.55,41,40,-1,41,18596.11,389.39,0.03,-34.2,NLOS
61,-10238862.41,41,40,-1,41,18596.42,389.66,0.27,-33.63,NLOS
61,-10257070.24,41,40,-1,41,18596.47,389.72,0.06,-33.1,NLOS
61,-10275277.78,41,40,-1,41,18596.55,389.23,-0.49,-33.15,NLOS
46,-10262414.32,41,40,-1,40,18525.97,318.37,9.26,141.44,NLOS
61,-10293485.17,41,40,-1,41,18596.46,389.47,0.24,-33.06,NLOS
46,-10280614.57,41,40,-1,41,18516.21,308.91,-9.46,134.4,NLOS
61,-10311692.58,41,40,-1,41,18596.53,389.29,-0.18,-33.24,NLOS
46,-10298822.42,41,40,-1,41,18523.95,316.35,7.44,134.66,NLOS
61,-10329900.07,41,40,-1,41,18596.66,389.76,0.47,-33.06,NLOS
46,-10317021.23,41,40,-1,41,18515.05,307.76,-8.6,126.17,NLOS
61,-10348107.65,41,40,-1,41,18596.84,389.95,0.19,-32.77,NLOS
46,-10335233.54,41,40,-1,41,18528.71,321.41,13.65,131.19,NLOS
61,-10366314.84,41,40,-1,41,18596.6,389.66,-0.29,-32.87,NLOS
61,-10384521.75,41,40,-1,41,18596.42,389.76,0.1,-32.96,NLOS
61,-10420949.65,41,40,-1,41,18596.26,393.51,-1.5,-24.45,NLOS
61,-10439155.46,41,40,-1,41,18596.53,385.37,-8.14,-29.23,NLOS
61,-10457362.81,41,40,-1,41,18596.82,390.89,5.52,-28.58,NLOS
61,-10475570.89,41,40,-1,41,18596.9,392.92,2.03,-25.99,NLOS
57,-10785921.87,41,40,-1,40,18591.59,378.45,0.19,19.85,NLOS
57,-10804122.22,41,40,-1,41,18591.54,380.23,1.77,14.4,NLOS
60,-10694040.48,41,40,-1,42,18597.35,390.39,0.35,-28.05,NLOS
60,-10712245.67,41,40,-1,42,18597.52,390.97,0.58,-28.66,NLOS
42,-10736312.31,41,40,-1,42,17825.89,383.53,1.83,32.61,LOS
60,-10730450.77,41,40,-1,41,18597.51,391.27,0.3,-29.06,NLOS
42,-10754514.58,41,40,-1,41,17825.86,383.22,0.31,29.38,LOS
49,-10688644.5,41,40,-1,40,17923.81,280.75,0.12,31.92,LOS
60,-10748655.75,41,40,-1,41,18597.48,391.25,-0.01,-29.58,NLOS
49,-10706851.05,41,40,-1,41,17923.63,280.82,-0.07,32.98,LOS
60,-10766860.62,41,40,-1,41,18597.38,391.23,-0.02,-30.2,NLOS
60,-10785065.77,41,40,-1,41,18597.65,391.92,0.68,-30.25,NLOS
60,-10803271.26,41,40,-1,41,18597.81,392.04,0.13,-30.26,NLOS
60,-10821476.65,41,40,-1,41,18597.65,392.34,0.3,-30.06,NLOS
42,-10845534.45,41,40,-1,40,17825.82,379.21,0.48,22.36,LOS
60,-10839682.05,41,40,-1,41,18597.7,392.15,-0.2,-30.16,NLOS
60,-10857887.41,41,40,-1,41,18597.76,392.81,0.66,-29.69,NLOS
79,-11004329.91,41,40,-1,42,18178.07,32.41,14.52,-14.53,LOS
46,-10990662.04,41,40,-1,47,18542.73,334.54,36.02,126.75,NLOS
79,-11022535.27,41,40,-1,41,18178.24,22.84,9.57,-9.87,LOS
79,-11040740.29,41,40,-1,41,18178.42,27.24,-4.4,-9.75,LOS
57,-11204647.93,41,40,-1,39,18593.63,377.89,-4.99,12.27,NLOS
79,-11058946.88,41,40,-1,41,18178.56,25.88,1.36,-8.36,LOS
79,-11077157.47,41,40,-1,41,18178.87,22.36,3.52,-3.57,LOS
79,-11095365.93,41,40,-1,41,18179.15,24.37,-2.01,-0.9,LOS
79,-11113572.88,41,40,-1,41,18179.08,25.47,-1.1,0.56,LOS
79,-11131779.92,41,40,-1,41,18179.09,25.57,-0.1,1.8,LOS
60,-11167386.81,41,40,-1,42,18599.6,393.69,-0.37,-30.93,NLOS
60,-11185592.21,41,40,-1,42,18599.7,393.96,0.27,-31.03,NLOS
46,-11518470.17,41,40,-1,50,18542.14,330.05,25.17,-21.5,NLOS
60,-11549699.06,41,40,-1,40,18601.73,395.37,1.46,-36.5,NLOS
60,-11567905.62,41,40,-1,41,18601.67,396.82,1.45,-35.74,NLOS
60,-11586111.04,41,40,-1,41,18601.76,401.77,4.95,-30.12,NLOS
49,-11653537.99,41,40,-1,42,17924.79,280.31,1.41,31.14,LOS
49,-11671743.85,41,40,-1,42,17924.6,279.9,0.4,31.81,LOS
49,-11689950.4,41,40,-1,41,17924.82,279.19,0.71,33.18,LOS
42,-11883282.59,41,40,-1,48,17829.52,377.94,-0.78,55.71,LOS
60,-11968434.07,41,40,-1,42,18604.15,397.97,-0.12,-22.51,NLOS
42,-11992510.49,41,40,-1,42,17830.18,376.9,-0.03,48.53,LOS
60,-11986639.76,41,40,-1,42,18604.2,398.2,0.23,-22.62,NLOS
42,-12010715.46,41,40,-1,41,17830.19,376.6,0.3,47.71,LOS
60,-12004845.56,41,40,-1,41,18604.3,398.04,-0.16,-22.92,NLOS
56,-12169529.98,41,40,-1,40,18598.92,396.25,-0.77,4.76,NLOS
42,-12028920.48,41,40,-1,41,17830.25,376.8,-0.2,46.63,LOS
60,-12023051.35,41,40,-1,41,18604.36,398.42,0.38,-22.93,NLOS
56,-12187739.92,41,40,-1,41,18598.62,397.2,0.95,8.9,NLOS
42,-12047125.68,41,40,-1,41,17830.3,376.24,0.55,46.04,LOS
60,-12041257.09,41,40,-1,41,18604.41,398.47,0.05,-22.98,NLOS
46,-12174004.88,41,40,-1,42,18530.85,330.45,8.94,105.29,NLOS
56,-12351608.14,41,40,-1,42,18599.75,400.3,4.44,13.55,NLOS
46,-12192181.69,41,40,-1,41,18508.13,304.43,-26.02,78.4,NLOS
56,-12369818,41,40,-1,42,18599.89,400.18,-0.11,19.72,NLOS
46,-12210399.79,41,40,-1,41,18549.58,344.68,40.25,91.61,NLOS
46,-12228623.18,41,40,-1,41,18555,349.51,4.83,109.5,NLOS
60,-12259716.69,41,40,-1,40,18605.42,396.69,-3.1,-40.73,NLOS
46,-12246796.16,41,40,-1,41,18504.73,299.24,-50.27,76.98,NLOS
60,-12277921.53,41,40,-1,41,18605.54,399.1,2.4,-41.39,NLOS
60,-12296127.58,41,40,-1,41,18605.6,400.41,1.31,-40.83,NLOS
60,-12314332.69,41,40,-1,41,18605.74,398.96,-1.45,-41.82,NLOS
60,-12332538.8,41,40,-1,41,18606.13,400.36,1.4,-41.5,NLOS
60,-12350745.2,41,40,-1,41,18606.22,400.43,0.07,-41.2,NLOS
60,-12368951.94,41,40,-1,41,18606.39,401.18,0.75,-40.26,NLOS
46,-12410633.3,41,40,-1,40,18558.44,347.25,28.23,55.97,NLOS
46,-12428817.87,41,40,-1,41,18517.9,311.81,-35.44,34.44,NLOS
46,-12447023.71,41,40,-1,41,18539.19,333.1,21.29,34.18,NLOS
46,-12465226.93,41,40,-1,41,18536.72,330.62,-2.48,31.3,NLOS
46,-12483443.74,41,40,-1,41,18550.46,344.36,13.74,42.02,NLOS
46,-12501646.53,41,40,-1,41,18536.57,330.48,-13.89,38.71,NLOS
60,-12678471.95,41,40,-1,42,18607.75,402.02,0.19,-28.97,NLOS
60,-12696678.68,41,40,-1,41,18608.22,402.56,0.53,-28.35,NLOS
56,-13134483.49,41,40,-1,40,18603.38,397.34,1.7,32.73,NLOS
50,-13000788.63,41,40,-1,40,17926.92,278.61,0.38,41.05,LOS
60,-13060792.16,41,40,-1,40,18609.51,403.98,0.33,-28.99,NLOS
50,-13018994.41,41,40,-1,41,17927.03,279.05,-0.45,40.73,LOS
60,-13078997.91,41,40,-1,41,18609.69,403.56,-0.42,-29.34,NLOS
50,-13110023.04,41,40,-1,42,17927.03,278.66,0.12,40.72,LOS
42,-13194112.38,41,40,-1,47,17833.87,371.97,0.13,51.09,LOS
50,-13128228.28,41,40,-1,41,17927.04,279.14,-0.48,40.17,LOS
50,-13146433.4,41,40,-1,41,17927.07,279.24,-0.1,39.49,LOS
42,-13303343.36,41,40,-1,40,17833.92,371.66,-0.26,48.79,LOS
42,-13321548.87,41,40,-1,41,17834.17,371.05,0.61,49.1,LOS
60,-13388492.26,41,40,-1,42,18611.42,405.59,0.19,-29.93,NLOS
60,-13406698.16,41,40,-1,41,18611.54,404.21,-1.37,-31.32,NLOS
60,-13424904,41,40,-1,41,18611.58,406.04,1.83,-30.97,NLOS
46,-13666904.34,41,40,-1,40,18547.83,342.33,-0.36,126.79,NLOS
46,-13685110.29,41,40,-1,41,18549.11,343.31,0.98,126.94,NLOS
46,-13703316.46,41,40,-1,41,18549.48,343.69,0.38,127.32,NLOS
46,-13721521.74,41,40,-1,41,18548.74,343.24,-0.45,127.11,NLOS
12,-13847031.45,41,40,-1,42,17647.1,558.89,1.49,93.79,LOS
12,-13865236.67,41,40,-1,42,17647.22,558.8,0.09,93.51,LOS
12,-13883441.92,41,40,-1,41,17647.26,558.74,0.06,93.26,LOS
56,-14044754.76,41,40,-1,40,18608.31,402.73,-0.05,19.24,NLOS
56,-14062960.42,41,40,-1,41,18608.56,403.37,0.64,19.7,NLOS
12,-14065494.05,41,40,-1,40,17646.41,557.41,2.34,93.09,LOS
12,-14083698.53,41,40,-1,41,17646.52,557.89,-0.48,93.27,LOS
12,-14101902.88,41,40,-1,41,17646.37,558.29,-0.4,93.02,LOS
12,-14120107.47,41,40,-1,41,17646.6,558.01,0.28,93,LOS
60,-14517200.99,41,40,-1,40,18614.69,411.69,0.45,-26.6,NLOS
60,-14535404.28,41,40,-1,41,18614.65,411.3,-0.39,-26.71,NLOS
60,-14553607.68,41,40,-1,41,18614.89,411.81,0.51,-26.4,NLOS
60,-14571811.18,41,40,-1,41,18615.11,411.69,-0.11,-26.3,NLOS
60,-14590014.22,41,40,-1,41,18614.78,411.32,-0.37,-26.66,NLOS
60,-14608217.26,41,40,-1,41,18614.9,411.73,0.41,-26.71,NLOS
60,-14626420.2,41,40,-1,41,18614.88,411.41,-0.32,-27.18,NLOS
60,-14644623.33,41,40,-1,41,18615.2,412,0.59,-27.14,NLOS
60,-14662826.38,41,40,-1,41,18615.22,411.41,-0.59,-27.79,NLOS
60,-14681029.39,41,40,-1,41,18615.26,411.77,0.35,-28.18,NLOS
60,-14699232.22,41,40,-1,41,18615.16,411.68,-0.09,-28.74,NLOS
60,-14717435.19,41,40,-1,41,18615.36,412.2,0.52,-28.88,NLOS
60,-14735638.26,41,40,-1,41,18615.61,412.17,-0.03,-29.2,NLOS
60,-14753841.7,41,40,-1,41,18615.97,412.57,0.4,-29.16,NLOS
60,-14772045.35,41,40,-1,41,18616.22,412.57,0,-29.21,NLOS
60,-14790249.11,41,40,-1,41,18616.38,412.78,0.21,-29.14,NLOS
60,-14808452.74,41,40,-1,41,18616.31,412.74,-0.04,-29.21,NLOS
60,-14826656.12,41,40,-1,41,18616.14,412.88,0.14,-29.23,NLOS
60,-14844859.42,41,40,-1,41,18616.17,412.59,-0.29,-29.63,NLOS
12,-14957466.41,41,40,-1,42,17646.88,556.43,0.02,86.18,LOS
12,-14975669.47,41,40,-1,42,17647.05,556.27,0.16,86.14,LOS
12,-15266921.46,41,40,-1,40,17648.22,555.37,0.33,83.11,LOS
12,-15285125.45,41,40,-1,41,17648.29,555.6,-0.23,83.09,LOS
12,-15303329.4,41,40,-1,41,17648.28,555.29,0.31,83.34,LOS
58,-15299946.98,41,40,-1,40,18619.02,415.04,-0.33,-27.31,NLOS
58,-15318150.54,41,40,-1,41,18618.95,415.27,0.23,-27.45,NLOS
43,-15615296.4,41,40,-1,42,17839.44,364.91,-0.29,60.87,NLOS
58,-15645812.19,41,40,-1,42,18620.01,416.99,-0.14,-26.96,NLOS
58,-15664015.22,41,40,-1,42,18620.13,417.1,0.12,-27.03,NLOS
58,-15682217.94,41,40,-1,41,18619.9,417.18,0.08,-27.12,NLOS
56,-15846906.54,41,40,-1,40,18614.76,412.25,0.1,4.56,NLOS
58,-15700420.84,41,40,-1,41,18620.17,417.47,0.29,-27.01,NLOS
56,-15865109.65,41,40,-1,41,18615.04,412.53,0.28,4.87,NLOS
58,-15718624,41,40,-1,41,18620.51,417.52,0.05,-26.94,NLOS
58,-15736827.21,41,40,-1,41,18620.66,417.66,0.14,-26.83,NLOS
58,-15755030.49,41,40,-1,41,18620.81,417.81,0.16,-26.66,NLOS
58,-15773233.53,41,40,-1,41,18620.65,417.68,-0.14,-26.71,NLOS
58,-15791436.84,41,40,-1,41,18620.99,417.73,0.05,-26.8,NLOS
58,-15809640.14,41,40,-1,41,18621.07,418.12,0.39,-26.6,NLOS
45,-15796741.71,41,40,-1,40,18561.45,358.36,-0.14,113.29,NLOS
58,-15827843.31,41,40,-1,41,18621.04,417.78,-0.34,-26.83,NLOS
45,-15814942.76,41,40,-1,41,18560.86,357.46,-0.89,110.94,NLOS
58,-15846046.41,41,40,-1,41,18621.05,418.11,0.33,-26.82,NLOS
45,-15833143.01,41,40,-1,41,18560.2,357.1,-0.36,108.09,NLOS
58,-15864249.42,41,40,-1,41,18621.05,418.4,0.29,-26.61,NLOS
58,-15882452.56,41,40,-1,41,18621.31,418.33,-0.07,-26.57,NLOS
56,-16374809.89,41,40,-1,40,18617.59,416.09,0.26,24.63,NLOS
56,-16629640.87,41,40,-1,42,18618.48,410.06,8.46,11.33,NLOS
56,-16647840.19,41,40,-1,42,18618.38,416.93,6.87,12.04,NLOS
56,-16666039.62,41,40,-1,41,18618.4,415.04,-1.89,10.78,NLOS
52,-146798.43,41,40,-1,42,17934.12,269.81,-1.87,-59.72,NLOS
52,-165010.98,41,40,-1,41,17938.01,267.2,2.61,-52.35,NLOS
52,-183139.2,41,40,-1,41,17863.78,274.08,-6.88,-62.47,NLOS
52,-201405.12,41,40,-1,41,17993.66,267.87,6.21,-58.4,NLOS
52,-219618.04,41,40,-1,41,17939.4,268.91,-1.04,-53.98,NLOS
52,-237822.97,41,40,-1,41,17933.55,265.54,3.37,-48.24,NLOS
52,-256015.42,41,40,-1,41,17927.97,266.42,-0.88,-50.19,NLOS
54,-202991.19,41,40,-1,40,18637.09,439.4,-41.97,-18.32,NLOS
54,-221189.2,41,40,-1,41,18637.16,440.99,1.59,-16.52,NLOS
52,-233095.9,41,40,-1,40,17933.64,266.84,-0.27,28.82,NLOS
52,-287698.23,41,40,-1,41,17933.39,266.84,0.37,29.66,NLOS
52,-305898.61,41,40,-1,41,17933.35,267.53,-0.69,29.36,NLOS
52,-324098.84,41,40,-1,41,17933.35,266.54,0.99,29.79,NLOS
52,-342299.67,41,40,-1,41,17933.28,267.02,-0.48,30.22,NLOS
52,-360499.8,41,40,-1,41,17933.62,267.15,-0.13,29.36,NLOS
52,-378700.81,41,40,-1,41,17933.58,266.56,0.6,29.97,NLOS
52,-1179483.01,41,40,-1,42,17934.01,267.61,-0.12,30.54,NLOS
52,-1197683.77,41,40,-1,41,17934.07,267.21,0.4,30,NLOS
52,-1215884.31,41,40,-1,41,17933.83,267.11,0.1,29.55,NLOS
43,-1535943.63,41,40,-1,42,18606.29,404.99,-0.67,33.7,NLOS
52,-1507104.36,41,40,-1,42,17934.66,268.79,-2.08,29.21,NLOS
43,-1554149.1,41,40,-1,41,18603.82,400.42,-4.57,35.77,NLOS
52,-1525305.07,41,40,-1,42,17934.63,266.47,2.32,28.93,NLOS
43,-1572349.08,41,40,-1,41,18604.65,403.65,3.23,34.75,NLOS
52,-1543505.75,41,40,-1,41,17934.61,266.77,-0.29,28.32,NLOS
43,-1590548.57,41,40,-1,41,18604.29,402.99,-0.65,32.94,NLOS
43,-1608751.02,41,40,-1,41,18607.4,406.7,3.7,34.69,NLOS
43,-1626951.97,41,40,-1,41,18606.02,405.02,-1.68,34.64,NLOS
52,-1598108.79,41,40,-1,40,17934.51,266.78,-0.17,28.38,NLOS
43,-1645154.82,41,40,-1,41,18607.19,405.89,0.87,36.19,NLOS
52,-1616309.8,41,40,-1,41,17934.7,266.33,0.45,28.4,NLOS
43,-1663355.53,41,40,-1,41,18607.05,406.05,0.16,35.9,NLOS
52,-1634511.29,41,40,-1,41,17934.78,266.28,0.04,28.89,NLOS
43,-1681556.24,41,40,-1,41,18606.32,405.32,-0.73,35.61,NLOS
52,-1652711.41,41,40,-1,41,17934.79,266.01,0.28,28.32,NLOS
43,-1699757.01,41,40,-1,41,18607.48,406.78,1.46,35.68,NLOS
52,-1670912.81,41,40,-1,41,17934.75,266.06,-0.06,29.02,NLOS
43,-1717957.66,41,40,-1,41,18606.4,405.7,-1.09,35.63,NLOS
52,-1689112.86,41,40,-1,41,17934.76,266.32,-0.26,28.08,NLOS
43,-1736157.02,41,40,-1,41,18606.35,405.35,-0.35,34,NLOS
52,-1707313.58,41,40,-1,41,17934.88,266.13,0.19,27.81,NLOS
43,-1754357.56,41,40,-1,41,18606.67,405.67,0.32,33.54,NLOS
52,-2762843.84,41,40,-1,42,17935.23,264.59,0.07,24.58,NLOS
52,-2781043.39,41,40,-1,41,17935.24,264.52,0.07,24.33,NLOS
52,-2872042,41,40,-1,42,17935.4,264.43,-0.09,24.27,NLOS
52,-2890241.74,41,40,-1,42,17935.71,264.15,0.28,24.22,NLOS
52,-2908441.48,41,40,-1,41,17935.75,264.39,-0.24,23.87,NLOS
52,-2926641.65,41,40,-1,41,17935.61,264.48,-0.09,23.94,NLOS
52,-2944817.85,41,40,-1,41,17913.34,263.94,0.54,22.84,NLOS
52,-2963017.51,41,40,-1,41,17935.63,264.38,-0.45,22.4,NLOS
52,-2981242.03,41,40,-1,41,17958.03,266.86,-2.48,21.95,NLOS
52,-2999438.2,41,40,-1,41,17932.22,263.92,2.95,21.92,NLOS
52,-3781867.29,41,40,-1,40,17933.49,262.05,0.77,23.55,NLOS
52,-3800063.61,41,40,-1,41,17933.52,261.41,0.64,24.88,NLOS
52,-3818260,41,40,-1,41,17933.96,262.16,-0.75,25.07,NLOS
52,-3836455.53,41,40,-1,41,17934.16,261.37,0.79,25.01,NLOS
52,-3854652.39,41,40,-1,41,17934.17,261.99,-0.62,25.67,NLOS
52,-3872848.07,41,40,-1,41,17933.94,261.97,0.01,25.45,NLOS
52,-3891043.09,41,40,-1,41,17933.88,262.36,-0.39,24.28,NLOS
52,-3909239.46,41,40,-1,41,17933.89,262.35,0,24.45,NLOS
52,-3927435.17,41,40,-1,41,17934.1,262.42,-0.06,23.66,NLOS
52,-3945631.22,41,40,-1,41,17934.41,262.09,0.33,23.21,NLOS
42,-3992686.21,41,40,-1,40,18618.57,422.07,-1.24,39.22,NLOS
52,-3963822.81,41,40,-1,41,17929.68,262.01,0.08,23.11,NLOS
42,-4010877.53,41,40,-1,41,18614.38,422.68,0.61,38.83,NLOS
52,-3982017.39,41,40,-1,41,17932.97,261.7,0.31,22.99,NLOS
42,-4029072.71,41,40,-1,41,18617.57,422.86,0.19,39.3,NLOS
42,-4047272.06,41,40,-1,41,18622.27,422.17,-0.69,38.55,NLOS
42,-4065463.31,41,40,-1,41,18613.71,423.8,1.64,39.9,NLOS
52,-4036602.84,41,40,-1,40,17933,261.72,-0.18,23.74,NLOS
42,-4083659.17,41,40,-1,41,18618.55,423.84,0.04,41.05,NLOS
52,-4054798.1,41,40,-1,41,17932.97,261.76,-0.04,24.31,NLOS
52,-4072991.63,41,40,-1,41,17932.64,261.8,-0.04,23.44,NLOS
52,-4091186.95,41,40,-1,41,17932.78,261.94,-0.13,24.06,NLOS
52,-4109374.05,41,40,-1,41,17923.75,264.05,-2.11,23.36,NLOS
52,-4127568.98,41,40,-1,41,17933.18,260.28,3.77,24.79,NLOS
44,-1934737.98,44,40,-4,46,17873.23,318.9,0.66,565.35,NLOS
46,-10936011.04,51,40,5,44,18508.75,299.95,-27.56,113.23,NLOS
49,-771396.92,41,41,0,41,18425.96,232.46,0.4,110.48,LOS
38,-826577.42,41,41,0,42,17780.44,413.84,-0.29,53.65,LOS
38,-881156.35,41,41,0,41,17779.93,413.1,-0.07,53.87,LOS
39,-2001794.48,41,41,0,41,17783.23,409.14,-0.08,57.6,LOS
